"Label","DataElementUId","CoCUid","DataSetUid","RMA Table Name","AccessDatabaseFile","AccessDBTable","AccessDBColumn","AccessColumnDescription","DataSETUID","Tab RMA DHIS2",
"Intrants gratuit PEV Boite de securite stock au debut du mois","NSp0J1ZmRXT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBSECU_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Boite de securite quantite re?ue durant le mois","kdgGigslDyS","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBSECU_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Boite de securite quantite utilisee","A4qksLvwrfs","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBSECU_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Boite de securite quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","tQr8Sjjz4MZ","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBSECU_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Boite de securite nombre des jours de rupture de stock","CCgbwkJhjiG","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBSECU_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant BCG (flacon) stock au debut du mois","fxjcMzeRSGk","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVBCG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant BCG (flacon) quantite re?ue durant le mois","lcFk4nw1N7q","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVBCG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant BCG (flacon) quantite utilisee","E7okTSw6Tzj","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVBCG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant BCG (flacon) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","eg5JfD5pgRR","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVBCG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant BCG (flacon) nombre des jours de rupture de stock","tWPpqQLcRaM","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVBCG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant VAR (flacon) stock au debut du mois","o7R0XIqCilX","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVAR_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant VAR (flacon) quantite re?ue durant le mois","sDzL9jucY2k","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVAR_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant VAR (flacon) quantite utilisee","jxIrZHnjD2L","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVAR_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant VAR (flacon) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","inDKV4OSHKk","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVAR_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Solvant VAR (flacon) nombre des jours de rupture de stock","K1ez8KXRj86","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSOLVAR_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Petrole (litre) stock au debut du mois","BgNNaKOmBuM","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPETRO_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Petrole (litre) quantite re?ue durant le mois","F3wsomBciaR","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPETRO_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Petrole (litre) quantite utilisee","grvAr8Ac39i","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPETRO_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Petrole (litre) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","xgDRSWumz0u","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPETRO_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Petrole (litre) nombre des jours de rupture de stock","p00fGefbU7N","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPETRO_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Sulfadoxine Pyrimethamine femme enceinte stock au debut du mois","UVpBaNdqbRF","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSPFE_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Sulfadoxine Pyrimethamine femme enceinte quantite re?ue durant le mois","Rbh2qP6MoeB","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSPFE_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Sulfadoxine Pyrimethamine femme enceinte quantite utilisee","CFHJnustQ5K","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSPFE_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Sulfadoxine Pyrimethamine femme enceinte quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","mXQsQPFuWfQ","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSPFE_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Sulfadoxine Pyrimethamine femme enceinte nombre des jours de rupture de stock","MpK0kC82gEb","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSPFE_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU RDT stock au debut du mois","BMzKoQPZBEy","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cRDT_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU RDT quantite re?ue durant le mois","aL7xDzl5kCY","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cRDT_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU RDT quantite utilisee","U5EgzOFSPp3","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cRDT_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU RDT quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","SN5d0gLwIpw","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cRDT_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU RDT nombre des jours de rupture de stock","tJ0pVaVtzGv","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cRDT_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 2-11m  stock au debut du mois","EcSi5CqmhAT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT021m_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 2-11m  quantite re?ue durant le mois","CTnRQvTpgkL","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT021m_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 2-11m  quantite utilisee","o5AtTJcPNTW","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT021m_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 2-11m  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","QwYeMZBaO2l","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT021m_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 2-11m  nombre des jours de rupture de stock","vpdiCDWIJIi","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT021m_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 1-5ans  stock au debut du moi","PINXzRCMVrC","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0105a_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 1-5ans  quantite re?ue durant le mois","msU0jOj1PI1","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0105a_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 1-5ans  quantite utilisee","GD6I61hgVUC","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0105a_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 1-5ans  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","J8blFYnlbRT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0105a_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 1-5ans  nombre des jours de rupture de stock","I8POHbk8IEs","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0105a_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 6-13ans  stock au debut du mois","bUShikugKL3","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0613a_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 6-13ans  quantite re?ue durant le mois","kgH4yAbqYju","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0613a_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 6-13ans  quantite utilisee","sAGmfEbAGJr","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0613a_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 6-13ans  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","jaLqr9BF43E","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0613a_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 6-13ans  nombre des jours de rupture de stock","f5727swkspG","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT0613a_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 14ans et plus  stock au debut du mois","CCeABmdKwKy","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT1499a_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 14ans et plus  quantite re?ue durant le mois","bKvJtex4ND6","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT1499a_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 14ans et plus  quantite utilisee","JuSDUiDSz14","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT1499a_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 14ans et plus  quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","dOtC57uEbCp","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT1499a_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU ACT?: 14ans et plus  nombre des jours de rupture de stock","Q40LwPt6oBo","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cACT1499a_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU MID de routine stock au debut du mois","Md0egA8m708","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cMID_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU MID de routine quantite re?ue durant le mois","rrsaqeLVeDS","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cMID_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU MID de routine quantite utilisee","gCT425VcbqW","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cMID_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU MID de routine quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","emeS4XAOhwc","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cMID_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU MID de routine nombre des jours de rupture de stock","Rb1oDHj04yD","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cMID_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Autres produits palu stock au debut du mois","qJFzBEprZnK","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cAUTPROPALU_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Autres produits palu quantite re?ue durant le mois","kV777saXUHH","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cAUTPROPALU_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Autres produits palu quantite utilisee","Axld067WK9m","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cAUTPROPALU_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Autres produits palu quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","GNWZtSEkSGj","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cAUTPROPALU_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PALU Autres produits palu nombre des jours de rupture de stock","acf3GWaRwqM","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cAUTPROPALU_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs masculins stock au debut du mois","Mj1775VJNMY","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESM_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs masculins quantite re?ue durant le mois","Xz6tE8Wcp7m","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESM_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs masculins quantite utilisee","KvSCe66HShr","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESM_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs masculins quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","yuehvygfl4t","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESM_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs masculins nombre des jours de rupture de stock","UutpHS74pNn","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESM_NJRS","Erreur ED dans le formulaire DHIS2 actuel","NZ52X9Fw4lB","Tableau 15","Erreur ED dans DHIS2 (Intrants gratuit IST ou VIH Preservatifs masculins nombre des jours de rupture de stock:UutpHS74pNn)au lieu de  (Intrants gratuit IST ou VIH Preservatifs masculins quantite restante a la fin du mois :tJD6AH5uS7l )"
"Intrants gratuit IST ou VIH Preservatifs  feminins stock au debut du mois","Nso5jNioIs6","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESF_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs  feminins quantite re?ue durant le mois","o0wO2STy81a","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESF_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs  feminins quantite utilisee","bft9bQJhbvF","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESF_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs  feminins quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","oAH9tKbxOXP","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESF_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Preservatifs  feminins nombre des jours de rupture de stock","oHD9U8QEWzi","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cPRESF_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Benzathine Penicilline stock au debut du mois","wQDxDl318IC","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBP_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Benzathine Penicilline quantite recue durant le mois","M4APYoZA5aC","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBP_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Benzathine Penicilline quantite utilisee","cydXfrlSupl","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBP_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Benzathine Penicilline quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","wbPeeQogKrb","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBP_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Benzathine Penicilline nombre des jours de rupture de stock","aRd9v67yhu1","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBP_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Eau PPI (10 ml) stock au debut du mois","Ov6e3RLYQK0","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cEPPI10ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Eau PPI (10 ml) quantite re?ue durant le mois","qMvnG8ATSfs","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cEPPI10ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Eau PPI (10 ml) quantite utilisee","HOC5hipyNm1","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cEPPI10ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Eau PPI (10 ml) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","U5MsZiB9zlD","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cEPPI10ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Eau PPI (10 ml) nombre des jours de rupture de stock","cXP1OrazgzF","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cEPPI10ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Seringue (10 ml) stock au debut du mois","UAvcsa9SihB","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cSER10ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Seringue (10 ml) quantite re?ue durant le mois","JcJSqoiy4Qj","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cSER10ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Seringue (10 ml) quantite utilisee","pMOAWH9p0g2","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cSER10ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Seringue (10 ml) quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","CwxD6xcyvCx","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cSER10ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Seringue (10 ml) nombre des jours de rupture de stock","MzaDkTGbvfs","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cSER10ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ecoulement genital stock au debut du mois","vDS0wrd27yL","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITEG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ecoulement genital quantite re?ue durant le mois","T5sdXTgjYHL","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITEG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ecoulement genital quantite utilisee","fK0kiXEYoSS","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITEG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ecoulement genital quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","RzQMdWBBwce","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITEG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ecoulement genital nombre des jours de rupture de stock","F1Fjv6jA4P6","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITEG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ulceration genitale stock au debut du mois","wdb9dvQHr8y","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITUG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ulceration genitale quantite re?ue durant le mois","HNsLihqEuBc","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITUG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ulceration genitale quantite utilisee","TAirvcM5Ypc","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITUG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ulceration genitale quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","NSapvF8xhhx","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITUG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit IST ou VIH Kit ulceration genitale nombre des jours de rupture de stock","FqVgwVE1tyn","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cKITUG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH Bioline Stock au debut du mois","SPevxC3YRRW","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBIOL_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH Bioline Quantite recue durant le mois","sXlrtbhr19l","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBIOL_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH Bioline Quantite Utilisee","Yxw57yHNpCq","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBIOL_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH Bioline Quantite redéployée /Perdue","CHV7w215kGo","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBIOL_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH Bioline Nbre de jours de rupture","dunY7QEONHQ","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cBIOL_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH   RPR et consommables Stock au debut du mois","MyW1rVYl8tN","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cRPR_CONS_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH  RPR et consommables Quantite recue durant le mois","yqbenzlocj4","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cRPR_CONS_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH   RPR et consommables Quantite Utilisee","FbuEhR9BpLY","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cRPR_CONS_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH  RPR et consommables Quantite redeployee perdu expire","DQLEiaXSsAd","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cRPR_CONS_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH  RPR et consommables Nbre jours de rupture","LJHKhan78z1","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cRPR_CONS_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH    1er Test VIH (Determine) Stock au debut du mois","duZU23q7KqW","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST1_VIH_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH    1er Test VIH (Determine) Quantite recue durant le mois","Icm8MIn3EpX","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST1_VIH_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH    1er Test VIH  (Determine) Quantite Utilisee","QQdMQ7wzG7E","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST1_VIH_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH    1er Test VIH  (Determine) Quantite redeployee perdue expiree","oI1BgaOxLgp","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST1_VIH_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH    1er Test VIH  (Determine) Nbre jours de rupture","x3UNywBragx","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST1_VIH_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH   2e Test VIH (Unigold) Stock au debut du mois","BAXTujlt1La","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST2_VIH_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuits IST ou VIH 2e Test VIH (Unigold) Quantite recue durant le mois","PFbDDsxUrC7","HllvX50cXC0",,,,"tRM_CSB_INTRANT_IST_VIH_NUT_PF","cTEST2_VIH_QRDM",,"NZ52X9Fw4lB","Tableau 15",
