cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cType,cCode,c$_0028j_M,c$_0028j_F,c$_2911m_M,c$_2911m_F,c$_0104a_M,c$_0104a_F,c$_0514a_M,c$_0514a_F,c$_1524a_M,c$_1524a_F,c$_2559a_M,c$_2559a_F,c$_6099a_M,c$_6099a_F,c$_REF_M,c$_REF_F,c$_Tot_M,c$_Tot_F,c$_Tot_NC
2017,220308,220342018,03,21,60,EPIL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,HTA,,,,,,,,,3,1,,1,,,,,3,2,5
2017,220308,220342018,03,21,60,HYDROC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,ICAM,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,INFVIH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,INSUFPOND,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LESKCCOL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LMB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LMBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LPB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LPBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,LYMPH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,MAS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,MFEBTcc,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,MORGRIASC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,OBESITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,OEILRNTNC,,,,,,2,,,,,,,,,,,0,2,2
2017,220308,220342018,03,21,60,OEILRT,,,,,,,,,,1,,,,,,,0,1,1
2017,220308,220342018,03,21,60,OTITE,,,,,,,,1,1,,,,,,,,1,1,2
2017,220308,220342018,03,21,60,PALU_FE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,PALU_G,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,PALU_S,,,,,,,,1,,1,,2,,,,,0,4,4
2017,220308,220342018,03,21,60,PESTE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,PFA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,PNEU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,RETCROIS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SGDANG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPARBO,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPCATA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPFVR,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPGRIP,,,,,8,4,3,10,,7,,7,6,,,,17,28,45
2017,220308,220342018,03,21,60,SUSPMENING,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,SUSPROUG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,TETA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,TIAC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,TROUMENT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,TUBCONF,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,TXRH,,,,,8,4,,2,,1,7,4,1,,,,16,11,27
2017,220308,220342018,03,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,03,21,60,UG,,,,,,,,,1,,1,,,,,,2,0,2
2017,220308,220341011,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,ASTH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,AUTFH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,AUTIRA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,AUTRESNC,1,1,1,3,3,8,2,3,1,11,7,11,4,2,,,19,39,58
2017,220308,220341011,04,21,60,AVC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,CARIES,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,COQ,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,DEFAUD,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,DIAR,,,6,1,3,2,1,1,1,2,,3,,1,,,11,10,21
2017,220308,220341011,04,21,60,DIPHT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,EG,,,,,,,2,1,3,2,,2,,,0,,5,5,10
2017,220308,220341011,04,21,60,EPIL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,HTA,,,,,,,,,,1,1,2,,,,,1,3,4
2017,220308,220341011,04,21,60,HYDROC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,ICAM,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,INFVIH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LMB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LPB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,LYMPH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,MAS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,MFEBTcc,,,3,2,2,3,3,2,4,5,,2,,1,,,12,15,27
2017,220308,220341011,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,OBESITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,OEILRT,,,,,,,1,,1,,,,,,,,2,0,2
2017,220308,220341011,04,21,60,OTITE,,,2,,1,1,,1,,,,,,1,,,3,3,6
2017,220308,220341011,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,PALU_G,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,PALU_S,,,,,,,2,,,,,,,,,,2,0,2
2017,220308,220341011,04,21,60,PESTE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,PFA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,PNEU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,RETCROIS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SGDANG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPCATA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPGRIP,,,3,,4,2,,3,,1,,,,,,,7,6,13
2017,220308,220341011,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,TETA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,TIAC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,TROUMENT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,TUBCONF,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,TXRH,,,1,1,2,,,,,,,,,,,,3,1,4
2017,220308,220341011,04,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220341011,04,21,60,UG,,,,,,,,,2,1,1,1,,,,,3,2,5
2017,220308,220342018,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,ASTH,,,,,,3,1,,2,2,,,,,,,3,5,8
2017,220308,220342018,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,AUTFH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,AUTIRA,,,,,,2,,,1,,,,,,,,1,2,3
2017,220308,220342018,04,21,60,AUTRESNC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,AVC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,CARIES,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,COQ,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,DEFAUD,,,,,,,,,,,3,,,,,,3,0,3
2017,220308,220342018,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,DIAR,,,1,8,2,5,3,,1,,,,,,,,7,13,20
2017,220308,220342018,04,21,60,DIPHT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,EG,,,,,,,,,6,10,3,7,,,,,9,17,26
2017,220308,220342018,04,21,60,EPIL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,HTA,,,,,,,,,,,1,3,,,,,1,3,4
2017,220308,220342018,04,21,60,HYDROC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,ICAM,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,INFVIH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LMB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LPB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,LYMPH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,MAS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,MFEBTcc,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,OBESITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,OEILRT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,OTITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,PALU_G,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,PALU_S,,,,,,,,,,1,,1,,,,,0,2,2
2017,220308,220342018,04,21,60,PESTE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,PFA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,PNEU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,RETCROIS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SGDANG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPCATA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPGRIP,,,,,6,,1,2,5,,1,,,,,,13,2,15
2017,220308,220342018,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,TETA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,TIAC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,TROUMENT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,TUBCONF,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,TXRH,,,,,5,10,2,4,,7,,3,,,0,,7,24,31
2017,220308,220342018,04,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,04,21,60,UG,,,,,,,0,,,,1,,,,,,1,0,1
2017,220308,220342018,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,ASTH,,,,,1,,,1,,,,,,,,,1,1,2
2017,220308,220342018,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,AUTFH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,AUTIRA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,AUTRESNC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,AVC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,CARIES,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,COQ,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,DEFAUD,,,,,,,,,1,,1,1,,,,,2,1,3
2017,220308,220342018,05,21,60,DEFVISU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,DIAR,,,,,4,2,1,,4,7,,3,,,,,9,12,21
2017,220308,220342018,05,21,60,DIPHT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,EG,,,,,,,,,7,11,5,8,,,,,12,19,31
2017,220308,220342018,05,21,60,EPIL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,HTA,,,,,,,,,,,3,1,,,,,3,1,4
2017,220308,220342018,05,21,60,HYDROC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,ICAM,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,INFVIH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LMB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LPB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,LYMPH,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,MAS,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,MFEBTcc,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,OBESITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,OEILRNTNC,,,,,,,,,,,1,,,,,,1,0,1
2017,220308,220342018,05,21,60,OEILRT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,OTITE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,PALU_G,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,PALU_S,,,,,,,,,1,,1,,,,,,2,0,2
2017,220308,220342018,05,21,60,PESTE,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,PFA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,PNEU,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,RETCROIS,,,,,1,,1,,,,,,,,,,2,0,2
2017,220308,220342018,05,21,60,SGDANG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPGRIP,,,,,,6,2,1,,5,,1,,,,,2,13,15
2017,220308,220342018,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,TETA,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,TIAC,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,TXRH,,,,,,2,1,5,,3,1,,,,,,2,10,12
2017,220308,220342018,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,0,0,0
2017,220308,220342018,05,21,60,UG,,,,,,,,,3,1,,2,,,,,3,3,6
2015,510101,510141005,04,21,60,DEFAUD,,,,,,,,,,,,,,1,,,,1,1
2015,510101,510141005,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,DIAR,,,,,1,,3,3,3,2,3,4,1,,,,11,9,20
2015,510101,510141005,04,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,EG,,,,,,,1,,19,61,21,49,,,,,41,110,151
2015,510101,510141005,04,21,60,EPIL,,,,,,,,,,1,,,,,,,,1,1
2015,510101,510141005,04,21,60,HTA,,,,,,,,,,,21,17,15,21,,,36,38,74
2015,510101,510141005,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,510101,510141005,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,ASTH,,,,,,,1,,,,1,,,,,,2,0,2
2016,620106,620141023,09,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,AUTIRA,,,2,3,3,6,,,,,,,,,,,5,9,14
2016,620106,620141023,09,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,AVC,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,COQ,,,,,,,,1,,,,,,,,,,1,1
2016,620106,620141023,09,21,60,DEFAUD,,,,,,,,1,,,,,,,,,,1,1
2016,620106,620141023,09,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,DIAR,,,6,1,2,4,1,,,,,,,,,,9,5,14
2016,620106,620141023,09,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,EG,,,,,,,,,3,3,2,4,,,,,5,7,12
2016,620106,620141023,09,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,HTA,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,09,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,DIAR,,,1,,,2,,1,,,,1,,,,,1,4,5
2016,620106,620141023,11,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,EG,,,,,,,,,,1,,1,,,,,0,2,2
2016,620106,620141023,11,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,HTA,,,,,,,,,,,,1,,,,,,1,1
2016,620106,620141023,11,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2016,620106,620141023,11,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2016,620402,620451002,09,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,AUTIRA,,1,,2,,2,,1,,2,,,,,,,,8,8
2016,430302,430341004,06,21,60,AUTRESNC,,,2,,2,3,4,4,3,4,1,1,,,,,12,12,24
2016,430302,430341004,06,21,60,AVC,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,COQ,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,DIAR,,,1,1,2,2,1,,,1,1,,,,,,5,4,9
2016,430302,430341004,06,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,EG,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,HTA,,,,,,,,,,,2,1,,,,,2,1,3
2016,430302,430341004,06,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LMB,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LPB,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,MAS,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,OTITE,,,,,1,,,,,,,,,,,,1,,1
2016,430302,430341004,06,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,PALU_S,,,,,1,,,,1,,,1,,,,,2,1,3
2016,430302,430341004,06,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,PFA,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2016,430302,430341004,06,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
